personen_literaturId,personenId,literatur
206,3310,"Mathias F. Müller, Die Urbarien der Grundherrschaften Waidhofen a. d. Thaya und Thaya als bezirksgeschichtliche Quellen. Unsere Heimat 73 (2003) 208–220, hier 212."
207,3550,"Anton Friedrich Reil, Das Donauländchen der kaiserl. königl. Patrimonialherrschaften im Viertel Obermannhartsberg in Niederösterreich (Wien 1835) 257–262."
208,3573,"Sporhan-Krempel–Wohnhaas, Nürnberger Buchhandel, 1056f."
209,3575,"Sporhan-Krempel–Wohnhaas, Nürnberger Buchhandel, 1056f. "
210,3574,"Sporhan-Krempel–Wohnhaas, Nürnberger Buchhandel, 1056f.; Müller, Kremser und Steiner Buchdrucker. "
211,3655,"Pusch, Breslauer Rats- und Stadtgeschlechter, Bd. 3, 54f. "
212,3915,"Pusch, Breslauer Rats- und Stadtgeschlechter, Bd. 3, 74f."
213,3917,"Pusch, Die Breslauer Rats- und Stadtgeschlechter, Bd. 3, 74f."
214,4018,"Srbik, Exporthandel, 77f., 82."
215,4383,"Pusch, Breslauer Rats- und Stadtgeschlechter, Bd. 3, 185."
216,4396,"Raynaud, Savoyische Einwanderung, 211; Maistre–Maistre–Heitz, Colporteurs, 222."
217,4834,"Six, Hausherrn, 205."
218,4848,"Alfred Fuchs, Eine alte Passauer Bürgerliste. Ostbairische Grenzmarken 9 (1967) 137–143, hier 143."
219,4900,"Max Neweklowsky, Der Millionär von Windhaag. Der Aufstieg Jospeh Mittermüllers und der Niedergang seiner Familie. Oberösterreichische Heimatblätter 24 (1970) 3-17, hier 4f."
220,4902,"Max Neweklowsky, Der Millionär von Windhaag. Der Aufstieg Jospeh Mittermüllers und der Niedergang seiner Familie. Oberösterreichische Heimatblätter 24 (1970) 3-17, hier 4f.: http://www.ooegeschichte.at/uploads/tx_iafbibliografiedb/hbl1970_1_2_3-17.pdf."
221,4903,"Max Neweklowsky, Der Millionär von Windhaag. Der Aufstieg Jospeh Mittermüllers und der Niedergang seiner Familie. Oberösterreichische Heimatblätter 24 (1970) 3-17, hier 4f.: http://www.ooegeschichte.at/uploads/tx_iafbibliografiedb/hbl1970_1_2_3-17.pdf."
222,5271,"Alois Plesser, Beiträge zur Geschichte der Pfarre Waidhofen an der Thaya. Geschichtliche Beilagen zum St. Pöltner Diözesanblatt X (St. Pölten 1928) 281–636, hier 385 (gleichnamige Monographie S. 105)."
223,5390,"Six, Hausherrn, 164. "
224,5596,"Franz Schnorr von Carolsfeld, „Zedler, Johann Heinrich“, in: Allgemeine Deutsche Biographie 44 (1898) 741f. "
225,5602,"Pusch, Breslauer Rats- und Stadtgeschlechter, Bd. 3, 363f."
226,5615,"Pusch, Breslauer Rats- und Stadtgeschlechter, Bd. 3, 371f. "
227,5696,"Stadtlexikon Nürnberg, hg. von Michael Diefenbacher–Rudolf Endres (2. Aufl. Nürnberg 2000) 907 [Artikel über seinen Sohn Franz Rösel v. Rosenhof d. J.]; Schnabel, Österreichische Exulanten, 65 Anm. 272; Serles, Metropole, 107."
228,5697,"Peters, Drei Handelsprozesse, 39 Anm. 23; Pickl, Handel an Inn und Donau, 220."
229,5873,"Raynaud, Savoyische Einwanderung, 185."
230,5874,"Raynaud, Savoyische Einwanderung, 185."
231,5875,"Raynaud, Savoyische Einwanderung, 185."
232,5948,"Tribl, „…kann nicht mehr subsistieren“, 328. "
233,6137,"Der Ötscher und sein Gebiet, aus eigener Beobachtung und bisher unbenützten Quellen geschöpft 2: Geschichte und Topografie, hg. von M(oritz) A(lois) Becker (Wien 1860) 204."
234,8032,"Der Ötscher und sein Gebiet, aus eigener Beobachtung und bisher unbenützten Quellen geschöpft 2: Geschichte und Topografie, hg. von M(oritz) A(lois) Becker (Wien 1860) 204."
235,6155,"Pusch, Breslauer Rats- und Stadtgeschlechter, Bd. 4, 143. "
236,6199,"Von Pantz, Gewerken, 302."
237,6198,"Von Pantz, Gewerken, 302; Mahringer, Wirtschaftsadel, 107"
238,6387,"Kromas, Holzhandwerk, 604, zu Seemann 605, 607, zu Wien als Absatzort von Bechtesgadner Waren 616f."
239,6409,"Pusch, Breslauer Rats- und Stadtgeschlechter, Bd. 4, 200."
240,6519,"Hofmann, Beiträge."
241,6869,"Fischer, Blaue Sensen, 182."
242,7090,"Pusch, Breslauer Rats- und Stadtgeschlechter, Bd. 5, 22f."
243,7342,"Mark Hengerer, Die Hofbewilligungen der niederösterreichischen Stände im zweiten Drittel des 17. Jahrhunderts. Zur Frage der Leistungsfähigkeit des Absolutismusbegriffs aus der Perspektive der Hofforschung zur Habsburgermonarchie, in: Petr Mat'a-Thomas Winkelbauer, Die Habsburgermonarchie 1620 bis 1740. Leistungen und Grenzen des Absolutismusparadigmas (Forschungen zur Geschichte und Kultur des östlichen Mitteleuropa 24, Stuttgart 2006) 169 Anm. 36."
244,7345,"Roth, Geschichte des Nürnbergischen Handels, Bd. ,113–116; [Riederer], Illustre Negocianten, 98–105; Neumann, Steyr, 138 Anm. 4."
245,7390,"Six, Hausherrn, 160."
246,7556,"Six, Hausherrn, 211."
247,7592,"Six, Hausherrn."
248,7601,"Pusch, Breslauer Rats- und Stadtgeschlechter, Bd. 5, 108."
249,7625,"Pusch, Die Breslauer Rats- und Stadtgeschlechter, Bd. 5, 137f. (Familie)."
250,7781,"Von Walcher Molthein, Gmundener Bauernfayencen, 420; Stoehr, Deutsche Fayencen, 565."
251,7388,"Gregor Wolný, Kirchliche Topographie von Mähren, II. Abt.: Brünner Diöcese, Bd. III (Brünn 1860)."
252,1541,"[Verein Absdorf (Hg.)], 1000 Jahre Absdorf. Leben in der Gemeinde einst und heute. Ein historischer Überblick mit Beiträgen von Bianca WOJTA–Herbert LOHNER–Johann WEISSENSTEINER [Absdorf 2011] 170–183."
253,7219,"Josef RIEGLER, Geschichte der Gemeinde Thörl (Hausmannstätten–Graz [1994]) 129, 343: „Paul Wedl, Ratsbürger und Handelsmann aus dem Markte Aflenz“ als Zeuge einer Geschäftsinventur in Thörl [1679], 345. "
254,648,"Josef RIEGLER, Aflenz, Geschichte eines obersteirischen Marktes und Kurortes (Aflenz Kurort 1990) 100f. (Liste der Marktrichter), 454–461 (Verzeichnis der Bürgerrechtsverleihungen)."
255,7219,"Josef RIEGLER, Aflenz, Geschichte eines obersteirischen Marktes und Kurortes (Aflenz Kurort 1990) 100f. (Liste der Marktrichter), 454–461 (Verzeichnis der Bürgerrechtsverleihungen)."
256,453,"[M. Franz], Das Engadin und die Engadiner [...] (Freiburg im Breisgau 1837)."
257,453,"Paul Eugen Grimm, Die Anfänge der Bündner Aristokratie im 15. und 16. Jahrhundert (Juris 1981) 38."
258,1419,"Kinzl, Chronik, 615."
259,1854,"Sándor SCHEIBER, Magyar-Zsidó Oklevéltár 10 (1150-1766) (1967), Nr. 439, S. 335f."
260,5610,http://mapire.eu/oesterreichischer-staedteatlas/bruck-an-der-mur/#OV_8_1
261,2876,"Reinhold GABRIEL–Raimund KIENNAST–Artur LEITNER, Handel im Wandel. Handelsmuseum Gars am Kamp (Horn o. J.) 25–28."
262,2888,"Fritz GAUSE, Die Geschichte der Stadt Königsberg in Preussen 2: Von der Königskrönung bis zum Ausbruch des Ersten Weltkrieges (Ostmitteleuropa in Vergangenheit und Gegenwart 10/II, Köln–Graz 1968)."
263,2889,"Fritz GAUSE, Die Geschichte der Stadt Königsberg in Preussen 2: Von der Königskrönung bis zum Ausbruch des Ersten Weltkrieges (Ostmitteleuropa in Vergangenheit und Gegenwart 10/II, Köln–Graz 1968)."
264,2890,"Fritz GAUSE, Die Geschichte der Stadt Königsberg in Preussen 2: Von der Königskrönung bis zum Ausbruch des Ersten Weltkrieges (Ostmitteleuropa in Vergangenheit und Gegenwart 10/II, Köln–Graz 1968)."
265,2893,"Fritz GAUSE, Die Geschichte der Stadt Königsberg in Preussen 2: Von der Königskrönung bis zum Ausbruch des Ersten Weltkrieges (Ostmitteleuropa in Vergangenheit und Gegenwart 10/II, Köln–Graz 1968)."
266,377,"Helfried VALENTINITSCH, Das landesfürstliche Quecksilberbergwerk Idria, 1575–1659. Produktion – Technik – rechtliche und soziale Verhältnisse – Betriebsbedarf – Quecksilberhandel (Forschungen zur geschichtlichen Landeskunde der Steiermark 32, Graz 1981)."
267,7136,"Peter HITZINGER, Die Reihenfolge der Stadtrichter und Bürgermeister von Laibach, in: Mittheilungen des historischen Vereins für Krain 20 (1865) 119f."
268,4021,"Helfried Valentinitsch, Das landesfürstliche Quecksilberbergwerk Idria, 1575–1659. Produktion – Technik – rechtliche und soziale Verhältnisse – Betriebsbedarf – Quecksilberhandel (Forschungen zur geschichtlichen Landeskunde der Steiermark 32, Graz 1981)."
269,7361,"Helga Maria Wolf, Handel und Wandel. Schaufenster – Nachrichten aus der Kultur.Region Niederösterreich (Juni 2018) 15."
270,3431,"Bachleitner/Eybl/Fischer, Geschichte des Buchhandels in Österreich, 71f.; Paisey, Buchdrucker, 153 (Lehmann), Senfelder, Gottesacker, 260; Diefenbacher u.a., Nürnberger Buchgewerbe, 673; Senfelder, Gottesacker, 260."
271,7581,"Arthur Kern, Das Zollwesen Schlesiens von 1623–1740. Zeitschrift des Vereins für Geschichte Schlesiens 44 (1910) 1–17, hier 12."
272,2977,"Walter KNUR, Begegnungen mit dem Familiennamen Knur (Neustadt/Aisch 2000 [Originalveröffentlichung: Ostdeutsche Familienkunde 15, 46.–48. Jahrgang, 1998–2000])."
273,2981,"Walter KNUR, Begegnungen mit dem Familiennamen Knur (Neustadt/Aisch 2000 [Originalveröffentlichung: Ostdeutsche Familienkunde 15, 46.–48. Jahrgang, 1998–2000])."
274,2982,"Walter KNUR, Begegnungen mit dem Familiennamen Knur (Neustadt/Aisch 2000 [Originalveröffentlichung: Ostdeutsche Familienkunde 15, 46.–48. Jahrgang, 1998–2000])."
275,2980,"Walter KNUR, Begegnungen mit dem Familiennamen Knur (Neustadt/Aisch 2000 [Originalveröffentlichung: Ostdeutsche Familienkunde 15, 46.–48. Jahrgang, 1998–2000])."
276,2985,"Walter KNUR, Begegnungen mit dem Familiennamen Knur (Neustadt/Aisch 2000 [Originalveröffentlichung: Ostdeutsche Familienkunde 15, 46.–48. Jahrgang, 1998–2000])."
277,2979,"Walter Knur, Begegnungen mit dem Familiennamen Knur (Neustadt/Aisch 2000 [Originalveröffentlichung: Ostdeutsche Familienkunde 15, 46.–48. Jahrgang, 1998–2000])."
278,630,"Fritz POPELKA, Geschichte der Stadt Graz, 2 Bde. (Graz 1928/1935), zahlreiche Einträge. Vgl. das Namensregister in Bd. 2 (Decrinis, De Crinis).Giorgio FERIGO-Alessio FORNASIN (Hg.), Cramars. Atti del covegno internazionale di studi Cramars. Emigrazione, mobilità, mestieri ambulanti dalla Carnia in Età Moderna, Tolmezzo, 8, 9 e 10 novembre 1996 (Udine 1997).Siehe auch: Volker LIEDKE, Welsche Krämer in Bayern, in: Blätter des Bayerischen Landesvereins für Familienkunde Jg. 29/1 (1966) 70-82, hier 74."
279,4865,"Fritz POPELKA, Geschichte der Stadt Graz, 2 Bde. (Graz 1928/1935), zahlreiche Einträge zur Familie P. Vgl. das Namensregister in Bd. 2, 868, und bes. Bd. 1, 533."
280,4675,"Fritz POPELKA, Geschichte der Stadt Graz, Bd. 1 (Graz 1928) 532, ein Michael Perffler (siehe auch dort) als Besitzer eines Hauses in Graz genannt. "
281,4676,"Fritz POPELKA, Geschichte der Stadt Graz, Bd. 1 (Graz 1928) 532, ein M.P. als Besitzer eines Hauses in Graz genannt. "
282,5320,"Fritz POPELKA, Geschichte der Stadt Graz, Bd. 1 (Graz 1928) 531, Josef Andree Prunner als Besitzer eines Hauses in Graz genannt. "
283,7115,"Fritz POPELKA, Geschichte der Stadt Graz, 2 Bde. (Graz 1928/1935) zahlreiche Einträge zur Händlerfamilie Wagner, vgl . das Namensregister in Bd. 2, 888. "
284,119,"Fritz POPELKA, Geschichte der Stadt Graz, Bd. 1 (Graz 1928) 507: eine Familie Angerer lässt sich in Graz bereits in den Steuerlisten von 1474 nachweisen. J.A. scheint als Besitzer eines Hauses (ebd. 585) auf."
285,5431,"Fritz POPELKA, Geschichte der Stadt Graz, Bd. 1 (Graz 1928) 589, Carl Rainer als Besitzer eines Hauses in Graz genannt. Er zählte zu den reichsten Grazer Bürgern seiner Zeit, ebd. Bd. 2 (1935) 376."
286,1686,"Fritz POPELKA, Geschichte der Stadt Graz, 2 Bde. (Graz 1928/1935) zahlreiche Einträge zur Familie Graf. Vgl. das Namensregister in Band 2."
287,7129,"Fritz Popelka, Geschichte der Stadt Graz, Bd. 1 (Graz 1928) 534, J.W. als Besitzer eines Hauses in Graz genannt. Er zählte zu den reichsten Grazer Bürgern seiner Zeit, ebd. Bd. 2, 376."
288,3149,"Fritz POPELKA, Geschichte der Stadt Graz, Bd. 2 (Graz 1935) 376, G.K. zählte zu den reichsten Grazer Bürgern seiner Zeit."
289,715,"Fritz POPELKA, Geschichte der Stadt Graz, Bd. 1 (Graz 1928) 532, ein Martin Dillinger als Besitzer eines Hauses in Graz genannt. "
290,772,"Fritz POPELKA, Geschichte der Stadt Graz, Bd. 2 (Graz 1935) 110. Hier wird der Tod des Handelsmannes Caspar Dobler erwähnt (1778). Evtl. könnte es sich hier auch um einen Nachfahren (Franz Caspar D.) handeln."
291,7310,"Homepage der Firma Kiennast, Gars am Kamp: https://www.kiennast.at/de/geschichte/1710-1739/ &lt;28.02.2020&gt;."
292,4995,"Adolf STAUFER, Breitenauer Sensenschmied-Vergangeheit, in: Die Breitenau. Mensch - Kultur - Arbeit - Natur (1996) 91-104, hier 96 (https://www.molln.cc/breitenau/cd.pdf)."
293,4995,"Konrad Julius TRENKLER, Die Blumau, in: Die Breitenau. Mensch - Kultur - Arbeit - Natur (1996) 85-90, hier 85f. (https://www.molln.cc/breitenau/cd.pdf)."
294,4778,"Stephan BIEDERMANN, Der Adelssitz von Reitzenschlag, ein Teil-Lehen der Grafschaft Litschau (Schriftenreihe des Waldviertler Heimatbundes 9, Wien-Krems 1974) 14f."
295,2265,"Lore SCHRETZENMAYR, Ahnenliste der Geschwister Stade, in: Sudetendeutsche Familienforschung Jg. 24 Bd. V N.F. (1982) 15-74, hier 34."
296,2734,"Lebensdaten nach: Hermann BAUM, Bürger-Familien in Buda-Pest und Miskolc [...] (5. Aufl. Norderstedt 2019) 161. "
297,5149,"Thomas WARDENGA, Häuserbuch der Stadt Ratibor (18. und 19. Jahrhundert) (Schriften der Stiftung Haus Oberschlesien, Landeskundliche Reihe 12, Berlin 1995)."
298,5149,"Paveł NEWERLA, Ratibor als Zentrum der Tabakindustrie, in: Zeszyty Eichendorffa/Eichendorff-Hefte 18 (2007) 26-45."
299,1435,"Paveł NEWERLA, Ratibor als Zentrum der Tabakindustrie, in: Zeszyty Eichendorffa/Eichendorff-Hefte 18 (2007) 26-45, hier 30."
300,17118,"Huchler, Bürgeraufnahmen, 342."
302,13459,"Mittenzwei, Zwischen gestern und morgen, S. 116; Stökl, Protestantismus, 229. Ein Heinrich Stametz (der Vater?) ist erwähnt bei Senfelder, Gottesacker, 269; ""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe und Aufzeichnungen von dänischen und schwedischen Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán Csepregi–Julianna Orsós (Budapest 2021) 685/Anm. 150. "
303,43810,"Rauscher, Serles, Niederleger, 168."
304,43813,https://transkribus.eu/lite/de/collection/84522/doc/560230/detail/17
306,43839,"Seibold, Die Blommart und ihr Handelshaus; Seibold, Wirtschaftlicher Erfolg, 395."
307,8191,"Huchler, Bürgeraufnahmen, 339."
308,8591,"Huchler, Bürgeraufnahmen, 339 (5. November 1710)."
309,11690,"Huchler, Bürgeraufnahmen, 338."
310,8490,"Huchler, Bürgeraufnahmen, 338."
311,11199,"Huchler, Bürgeraufnahmen, 338."
312,26963,"Huchler, Bürgeraufnahmen, 342."
313,9740,"Huchler, Bürgeraufnahmen, 342."
314,43789,"Huchler, Bürgeraufnahmen, 338."
315,15941,"Huchler, Bürgeraufnahmen, 337."
316,15439,"Huchler, Bürgeraufnahmen, 341."
317,23558,"Huchler, Bürgeraufnahmen, 340."
318,28699,"Huchler, Bürgeraufnahmen, 338."
319,43793,"Huchler, Bürgeraufnahmen, 340 (September 1740).Harrer-Lucienfeld, Wien, seiner Häuser, Bd. 1.1, S. 207"
320,43797,"Huchler, Bürgeraufnahmen, 342."
321,43800,"Huchler, Bürgeraufnahmen, 337 (Februar 1747)."
322,43801,"Huchler, Bürgeraufnahmen, 340."
323,43788,"Huchler, Bürgeraufnahmen, 353."
324,8271,"Wachstein, Die Wiener Juden in Handel und Industrie."
325,17496,"Wachstein, Die Wiener Juden in Handel und Industrie."
326,16033,"Wachstein, Die Wiener Juden in Handel und Industrie."
327,11130,"Wachstein, Die Wiener Juden in Handel und Industrie."
328,43822,"Wachstein, Die Wiener Juden in Handel und Industrie."
329,15480,"Wachstein, Die Wiener Juden in Handel und Industrie."
330,29411,"Wachstein, Die Wiener Juden in Handel und Industrie."
331,43824,"Wachstein, Die Wiener Juden in Handel und Industrie; Wachstein, Inschriften 2, Nr. 953, 429-431."
332,30360,"Wachstein, Die Wiener Juden in Handel und Industrie."
333,43581,"Wachstein, Die Wiener Juden in Handel und Industrie."
334,24326,"Wachstein, Die Wiener Juden in Handel und Industrie.Wachstein, Inschriften 2, Nr. 831, 232-235, dort auch zum Nachlass."
335,43826,"Wachstein, Die Wiener Juden in Handel und Industrie."
336,8146,"Wachstein, Die Wiener Juden in Handel und Industrie, Nr. 6, 281; Wachstein, Inschriften, Bd. 2, Nr. 860, 280-285; Grunwald, Oppenheimer, 205-211."
337,9652,"Wachstein, Die Wiener Juden in Handel und Industrie."
338,18522,"Wachstein, Die Wiener Juden in Handel und Industrie."
339,8187,"Wachstein, Die Wiener Juden in Handel und Industrie."
340,25401,"Wachstein, Inschriften 2, 64-76; David Kaufmann, Aus Heinrich Heine's Ahnensaal (Breslau 1896) 36-40 [mit einigen Fehlern]; zu den Privilegien: 229-233; Wachstein, Die Wiener Juden in Handel und Industrie."
341,30361,"Wachstein, Die Wiener Juden in Handel und Industrie."
342,43833,"Wachstein, Die Wiener Juden in Handel und Industrie."
343,8492,"Wachstein, Die Wiener Juden in Handel und Industrie."
344,14422,"Wachstein, Die Wiener Juden in Handel und Industrie."
345,43834,"Wachstein, Die Wiener Juden in Handel und Industrie."
347,43896,"Huchler, Bürgeraufnahmen, 484."
348,43904,"Andrea Sommer-Mathis u.a. (Hgg.), Pietro Metastasio - uomo universale (1698-1782). Festgabe der Österreichischen Akademie der Wissenschaften zum 300. Geburtstag von Pietro Metastasio (Sitzungsberichte der Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse 676, Wien 2000) 78-81, 85; Andrea Sommer-Mathis, Hoftheater und Hofoper, in: Michael Hochedlinger u.a. (Hgg.), Verwaltungsgeschichte der Habsburgermonarchie, 1/1, 175-181, hier 176."
349,43918,"Dotter, Italienische Kaufleute im Donauhandel, 118f.; Huchler, Bürgeraufnahmen, 491.Harrer-Lucienfeld, Wien, seiner Häuser, Bd. 4.1, S. 73."
350,21476,"Albert Schuch, Zur Geschichte der Lederfabrikation im Gebiet des heutigen Burgenlandes (18. und 19. Jahrhundert) (Burgenländische Forschungen 85, Eisenstadt 2002) 100-103; Stökl, Protestantismus, 228; Harrer-Lucienfeld, Wien, seiner Häuser, Bd. 6.1, 126; Kröpfel, Protestantismus, Anhang 1, S. 4 (Tod des 2jährigen Sohnes Carl Christoph im Hilleprandischen Haus im Jahr 1741); ""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe und Aufzeichnungen von dänischen und schwedischen Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán Csepregi–Julianna Orsós (Budapest 2021) 686/Anm. 160. "
354,43965,"https://transkribus.eu/lite/de/collection/84522/doc/560230/detail/228 MKP, fol. 138v"
356,9287,"Senfelder, Gottesacker, 260; ""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe und Aufzeichnungen von dänischen und schwedischen Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán Csepregi–Julianna Orsós (Budapest 2021) 685/Anm. 148. Albrecht Ranft, Zur Geschichte der Familie Coith. Ein Beitrag zur Geschichte erzgebirgischer Familien, in: Familiengeschichtliche Blätter. Monatsschrift zur Förderung der Familiengeschichtsforschung 8 (1910) 164-167, hier 166."
386,44037,"Frank, Frimmel, Buchwesen in Wien, 10f.; Gericke, Wiener Musikalienhandel, 55-58."
387,8590,"Dotter, Italienische Kaufleute, 140f."
388,3193,"Seibold, Wirtschaftlicher Erfolg, Bd. 1, 450-455; Serles, Nürnberger Händler, 124f."
389,17422,"Seibold, Wirtschaftlicher Erfolg 1, 450-455; Serles, Nürnberger Händler, 124f."
391,8700,"Paritius, 1723, S. 111."
395,2971,"Kaiserlicher (...) Staats= und Stands Calender (...) [1723] (Wien), 243; Beim niederösterr. Landmarschall'schen Gerichte hinterlegte Verträge, derzeit im n. ö. Landesarchiv, 1. Teil, in: Monatsblatt der Kais. Kön. Heraldischen Gesellschaft ""Adler"" Bd. 3, Nr. 34 (Nr 154) 205-211, hier 209."
396,9731,"Historische und topographische Darstellung von Schönbrunn und seiner Umgegend (...) (Wien 1824) 153; Huchler, Bürgeraufnahmen, 428."
397,46132,"Ernst Heinrich Kneschke (Hg.), Neues Allgemeines Deutsches Adels-Lexicon, Bd. 9 (Leipzig 1870) 436."
398,24742,"Staatskalender für das Jahr 1745, 264."
399,46141,"https://transkribus.eu/lite/de/collection/84522/doc/560252/detail/120 (MKP, fol. 217v)"
400,29693,"Joseph von Kurzböck, Neuste Beschreibung aller Merkwürdigkeiten Wiens. Ein Handbuch für Fremde und Inländer (Wien 1779) 186."
401,46167,"Joseph von Kurzböck, Neuste Beschreibung aller Merkwürdigkeiten Wiens. Ein Handbuch für Fremde und Inländer (Wien 1779) 186."
402,46171,"Huchler, Bürgeraufnahmen, 424 (Dezember 1748)."
403,46183,"Anton Tantner, Die Frag- und Kundschaftsämter in Prag und Brünn. Informationsvermittlung im frühneuzeitlichen Böhmen und Mähren, in: Folia Historica Bohemica 26/2 (2011) 479-506. Normal 0 21 false false false DE-AT X-NONE X-NONE "
404,46185,"Anton Tantner, Die Frag- und Kundschaftsämter in Prag und Brünn. Informationsvermittlung im frühneuzeitlichen Böhmen und Mähren, in: Folia Historica Bohemica 26/2 (2011) 479-506."
405,8615,"Johann Christian Lünig, Theatrum Ceremoniale Historico-Politicum, Bd. 2 (Leipzig 1720) 1575; Staats- und Standeskalender 1723, 242."
406,8600,"Karl Hofbauer, Die Wieden mit den Edelsitzen Conradswerd, Mühlfeld, Schaumburgerhof und dem Freigrunde Hungerbrunn (Wien 1863) 365; Huchler, Bürgeraufnahmen, 366 (12. April 1717)."
407,46242,"Kollmer, Familie Palm, 58, 181."
408,46253,"Raynaud, Savoyardische Einwanderungen, 155."
409,46150,"Raynaud, Savoyardische Einwanderungen, 155."
410,46254,"Raynaud, Savoyardische Einwanderungen, 160."
411,28324,"Huchler, Bürgeraufnahmen, 437 (Juli 1733; ""Krembsreitter"")"
412,46410,"Huchler, Bürgeraufnahmen, 371."
413,8107,"Donabaum, Gehandeltes Wissen, 46; Huchler, Bürgeraufnahmen, 418 (5. Juli 1723); Gericke, Wiener Musikalienhandel, 58."
414,46498,"Huchler, Bürgeraufnahmen, 400."
415,8754,"Egon Komorzynski, Lessings Braut in Wien, in: Alt-Wiener Kalender für das Jahr 1925 [Wien 1925] 64-91, hier 68; Karschulin, Seidenindustrie 2, 4."
416,16300,"Egon Komorzynski, Lessings Braut in Wien, in: Alt-Wiener Kalender für das Jahr 1925 [Wien 1925] 64-91, hier 69; Dotter, Zwischen Oberitalien und Wien, 45; Mikoletzky, Schweizer Händler, 158f."
417,46527,"Huchler, Bürgeraufnahmen, 419."
418,46293,"Huchler, Bürgeraufnahmen, 325, 337 (""Thadeus Aichinger""). Ein Johann Aichinger, Handelsmann, wurde im April 1737 zum Wiener Bürger aufgenommen (ebd. 325)."
419,16903,"Grunwald, Oppenheimer, S. 202."
420,33187,"David Kaufmann, Samson Wertheimer, der Oberhoffactor und Landesrabbiner, (1658-1724) und seine Kinder (Wien 1888); Max Grunwald, Samuel Oppenheimer und sein Kreis (Ein Kapitel aus der Finanzgeschichte Österreichs) (Quellen und Forschungen zur Geschichte der Juden in Deutsch-Österreich 5, Wien/Leipzig 1913)&nbsp; 217-251."
421,27714,"Huchler, Bürgeraufnahmen, 421 (Februar 1734)"
422,13005,"Senfelder, Gottesacker, 252."
423,8489,"Senfelder, Gottesacker, 262, 266; Kaiserlicher (...) Staats= und Stands Calender (...) [1723] (Wien), 243; Kühnert, Taufbuch, 106 (Patenschaft)."
424,46698,"Seibold, Wirtschaftlicher Erfolg, Bd. 1, 268-282; Haemmerle, Hochzeitsbücher, 257, Nr. 3499; 267, Nr. 3669."
425,11940,"Seibold, Wirtschaftlicher Erfolg, Bd. 1, 268 Normal 0 21 false false false DE-AT X-NONE X-NONE /* Style Definitions */ table.MsoNormalTable {mso-style-name:""Normale Tabelle""; mso-tstyle-rowband-size:0; mso-tstyle-colband-size:0; mso-style-noshow:yes; mso-style-priority:99; mso-style-parent:""""; mso-padding-alt:0cm 5.4pt 0cm 5.4pt; mso-para-margin-top:0cm; mso-para-margin-right:0cm; mso-para-margin-bottom:8.0pt; mso-para-margin-left:0cm; line-height:107%; mso-pagination:widow-orphan; font-size:11.0pt; font-family:""Calibri"",sans-serif; mso-ascii-font-family:Calibri; mso-ascii-theme-font:minor-latin; mso-hansi-font-family:Calibri; mso-hansi-theme-font:minor-latin; mso-bidi-font-family:""Times New Roman""; mso-bidi-theme-font:minor-bidi; mso-fareast-language:EN-US;} –282; Haemmerle, Hochzeitsbücher, 266, Nr. 3650; Alexander Pyrges. Das Kolonialprojekt EbenEzer. Formen und Mechanismen protestantischer Expansion in der atlantischen Welt des 18. Jahrhunderts (Transatlantische Historische Studien 53, Stuttgart 2015) 229f., 240–247; Mark Häberlein, Michaela Schmölz-Häberlein, Die Erben der Welser. Der Karibikhandel der Augsburger Firma Obwexer im Zeitalter der Revolutionen (Veröffentlichungen der Schwäbischen Forschungsgemeinschaft bei der Kommission für Bayerische Landesgeschichte Reihe 1: Studien zur Geschichte des bayerischen Schwabens 21, Augsburg 1995) 11f., dort mit weiterer Literatur; Mayr, Augsburger Vermögen, 123 (Bankier, Steuerklasse: 30.100-60.200); Mahringer, Wirtschaftsadel, 91 Normal 0 21 false false false DE-AT X-NONE X-NONE "
426,8701,"Fischer, Blaue Sensen, 180; Bidermann, Verkehrsbeziehungen der Stadt Leoben, 21f. Zu den Lebensdaten siehe Archiv für Frankfurts Geschichte und Kunst, Bd. 7 (Frankfurt 1855) 35 (https://books.google.at/books?id=f1gAAAAAcAAJ&amp;pg=PA35&amp;dq=heinrich+frohn+frankfurt&amp;hl=de&amp;sa=X&amp;ved=0ahUKEwiKkYaB4_TeAhVD3KQKHUIkBFwQ6AEIMjAC#v=onepage&amp;q=heinrich%20frohn%20frankfurt&amp;f=false). Verheiratet mit der Frankfurter Bürgerstochter Magadlena Balde. Zu Frohn auch Informationen in: Edmund Friess/Karl Grossmann, Ein steirischer Sensenhammer im oberen Murtale in der ersten Hälfte des 18. Jahrhunderts. Zeitschrift des Historischen Vereines für Steiermark 19 (1924) 126–139; Dietz Frankfurter Handelsgeschichte 4/1, 265f."
427,9516,"Schönfeld, Wirtschaftsgeschichte Regensburgs, 57f."
